name,subject0,subject1,subject2,subject3
Walter Winters,10.0,10.0,9.9,10.0
Vicki Howard,3.5,4.9,2.2,9.3
Edwin Harrill,6.2,7.7,7.1,7.9
Cari Steveson,0.5,7.7,1.2,7.7
Melissa Singleton,3.3,4.1,3.1,0.2
Harold Camp,9.3,7.0,8.0,1.7
Arthur Jacobs,9.6,9.8,5.2,7.0
Gay Croom,2.4,5.0,7.6,8.7
Brittani Picot,6.6,7.8,0.4,3.4
Tommy Beagle,2.3,5.1,9.1,3.1
Vesta Terry,9.6,4.5,5.9,3.2
Pauline Green,3.3,3.5,5.6,6.0
Jeff Goins,8.6,1.1,0.1,1.1
Inez Moton,3.4,3.4,9.1,0.1
Mary Paro,1.3,2.9,5.9,8.3
Robert Clayton,5.6,7.2,1.4,8.7
Greg Brown,5.1,10.0,6.8,9.6
Mary Wood,7.2,8.2,3.5,5.1
Amanda Schwartz,2.9,3.8,6.3,1.0
John Patterson,10.0,6.6,1.4,6.8
Bennie Cozzi,6.7,1.4,8.5,5.3
Maria Hendershot,5.5,1.2,2.3,6.9
Candace Stoner,9.1,0.7,3.9,1.6
John Shetler,1.0,0.3,9.7,6.3
Kristina Ringer,3.9,4.3,10.0,1.8
Giovanni Coulter,4.8,0.2,10.0,1.8
Linda Miller,0.1,4.4,1.1,10.0
Ken Jackson,3.9,9.9,4.6,5.9
Juan Johnson,5.4,8.4,4.2,8.2
Marjorie Barriere,7.6,8.7,6.0,7.7
Frank Johnson,6.6,10.0,5.5,6.6
Patricia Sexton,6.1,4.2,10.0,10.0
Terry Caldwell,4.5,1.0,4.9,4.0
Frieda Hedges,0.1,5.1,2.9,2.1
Kyung Fisher,8.6,3.5,5.5,5.0
Jeffrey Brunson,7.0,10.0,3.2,6.3
Alva Stagnaro,9.4,3.8,10.0,3.0
Erica Johnson,1.9,9.4,5.2,10.0
William Addison,9.3,2.5,9.0,3.9
Walter Parker,9.8,2.7,0.0,10.0
Carlos Cochran,6.8,8.7,3.5,5.8
Vicki Pinero,10.0,7.8,10.0,5.1
Melissa Wood,6.0,2.9,2.7,2.0
Carl Chamberlin,9.6,7.3,5.2,3.7
Louis Hobson,9.9,6.2,9.9,7.0
Reginald Morris,8.0,1.1,5.8,1.9
Theresa Pulido,8.9,2.0,7.3,8.6
Edgar Smith,9.5,8.1,2.9,3.1
Linda Love,2.3,3.7,6.7,1.6
Roy Hodges,7.4,1.2,6.1,9.2
Jerry Denson,8.4,10.0,4.5,5.7
Dale Shotkoski,6.3,10.0,6.9,7.3
Leon Tharrington,3.6,5.0,9.8,4.6
Paul Ramirez,9.4,0.1,7.6,5.6
Matthew Shuster,9.4,0.5,5.3,3.6
Christine Rivet,10.0,3.3,8.4,1.4
John Darby,0.0,4.0,3.2,6.7
Eric Scarborough,10.0,10.0,3.2,7.6
Amber Terry,2.6,10.0,0.1,0.5
Robert Brown,10.0,7.6,10.0,1.1
Terrance Gabbamonte,2.2,1.2,4.5,7.1
Cinda Davis,0.7,7.4,3.9,8.0
Juan Mcdonald,9.8,5.4,6.7,1.3
John Goad,2.7,5.9,7.0,10.0
Tracy Tate,6.3,7.6,9.5,9.6
Lourdes Miller,5.2,1.0,3.3,4.1
Eugene Herrara,7.5,6.0,0.1,9.9
John Sellers,2.8,8.6,4.1,1.8
Jennifer Clements,6.8,9.7,2.3,8.5
Charles Baron,7.1,0.2,9.5,3.9
Brandi Usher,6.1,2.4,10.0,3.4
Annmarie Adamski,10.0,5.9,7.4,8.3
Karen Boucher,10.0,5.0,3.7,2.9
Juan Cole,0.0,1.1,5.7,10.0
Denise Combs,4.3,3.1,3.2,4.9
Juana Duke,8.8,4.1,7.4,0.8
Elizabeth Wilson,9.0,3.7,5.3,10.0
Matthew Langston,0.6,2.1,4.5,3.6
Diana Baker,8.0,5.6,4.9,1.6
Kenneth Chandler,2.5,4.7,9.7,0.2
James Kirwan,1.0,5.2,10.0,2.4
Albert Hamilton,3.1,5.8,5.3,2.0
Robert Wildey,7.2,7.9,1.9,4.0
Mary Gasca,7.9,6.8,3.5,4.4
Billy Wicks,1.8,5.8,5.9,10.0
David Guers,9.1,10.0,3.2,2.3
Angela Guerrero,5.1,7.5,1.9,3.9
Nicole Kidd,0.2,9.9,0.6,9.5
Lynnette Villarreal,5.3,10.0,6.5,4.3
Kathryn Ortiz,10.0,2.5,6.6,5.1
Kevin Elam,5.8,3.2,9.9,0.4
Timothy Stout,9.0,0.7,2.2,9.6
Sharon Snow,2.9,8.7,3.8,6.3
Michael Vietti,0.5,6.7,7.6,10.0
Helen Morrison,0.2,2.5,0.4,10.0
Sylvia Justice,2.4,7.9,4.4,9.6
Martha Greenman,2.1,6.2,9.9,8.6
Sharon Johnston,4.4,9.9,2.4,1.4
Cindy Nilsen,9.6,6.1,3.9,9.4
Gordon Delapaz,9.1,9.5,3.0,9.7
Gabrielle Stevens,10.0,1.0,7.9,5.4
Amy Vigil,1.3,5.4,10.0,7.8
Maurine Rutter,0.1,8.1,5.1,0.6
Alejandro Adams,8.7,6.3,1.2,4.4
Johnny Taylor,7.2,1.4,3.7,5.9
Samuel Mooney,9.4,10.0,9.6,2.2
Leonard Mcfarlane,7.9,5.6,5.2,8.1
Terri Mclemore,6.6,9.6,10.0,3.9
Gina Smith,0.2,5.8,6.1,5.7
Lisa Dekker,10.0,1.3,9.9,4.7
Mary Lail,10.0,10.0,10.0,10.0
Bonnie Morin,2.4,5.4,5.5,0.5
Lili Woods,9.6,1.1,2.8,2.9
Nichole Curtis,6.8,4.0,10.0,2.8
Brian Sharp,7.0,1.0,10.0,5.1
Toni Martin,7.3,8.6,1.2,3.1
Diana Castaneda,5.8,1.8,3.4,4.5
Doyle Duggins,8.7,3.5,10.0,1.8
David Wiebe,2.3,3.2,10.0,7.4
Rita Jackson,0.3,2.2,9.5,8.1
Walter Armstrong,3.6,3.3,1.7,2.7
Thomas Cullen,3.6,2.6,3.7,0.0
Timothy Zweifel,9.6,8.3,7.2,3.0
Jackie Peterson,0.7,2.1,1.6,8.7
Jamie Milano,2.6,9.9,3.2,0.4
Eloise Armstrong,3.0,4.0,4.4,9.5
Michael James,4.9,5.2,4.9,4.4
Dorothy Ryan,0.0,6.1,2.5,3.2
Maria Skidmore,3.2,5.5,7.1,10.0
Sally Horton,4.8,5.0,10.0,4.3
Virginia Brown,7.5,2.4,1.8,5.1
Anna Bolden,6.1,2.6,7.1,3.0
Leonardo Davis,10.0,0.7,1.1,8.3
Lonnie Basile,10.0,6.9,0.5,4.4
Steven Lane,2.2,9.7,3.1,0.7
Amanda Cohen,0.3,8.8,0.0,6.2
Erin Stobie,8.3,2.8,2.1,7.9
Albert Cuff,6.6,0.2,1.2,4.6
Catherine Baker,6.0,3.8,1.2,5.8
Ezequiel Zimmerman,5.0,5.6,5.7,9.2
James Toscano,2.5,4.1,5.2,9.1
James Hamilton,6.3,3.2,5.2,7.4
Carl Jones,10.0,5.7,5.8,2.0
Richard Williams,2.8,1.0,8.3,8.4
Maurice Beachler,7.5,5.1,7.7,10.0
Emerson Hopkins,10.0,6.3,3.1,5.0
Eileen Ferraro,3.2,10.0,0.2,9.1
Ethel Crook,7.8,2.8,1.9,1.7
Tony Leggio,0.9,9.0,3.9,2.4
Vivian Webster,1.8,9.1,7.4,2.1
Elizabeth Tuttle,6.1,8.4,8.7,2.1
Joann Garcia,7.0,7.1,1.5,1.1
Carol Grant,10.0,2.5,4.6,7.6
Amy Nalepa,10.0,4.3,3.7,8.9
Nella Wynn,1.9,5.5,1.9,5.2
Joan Kincaid,2.8,10.0,1.9,10.0
Freddy Anton,0.5,6.1,2.2,5.6
Maggie Schwab,10.0,1.9,4.3,1.2
Steve Brown,1.8,1.1,4.5,7.9
Edna Perrins,2.8,5.0,2.4,2.9
Greg Cortes,9.6,8.7,7.1,10.0
Cheryl Sather,0.8,5.9,8.6,10.0
Cassandra Lyons,3.7,10.0,10.0,2.8
Neil Everett,4.6,8.7,9.6,2.5
John Naylor,1.5,9.4,4.6,4.3
Christopher Bragdon,6.5,6.9,9.8,6.0
Tony Reeder,0.8,9.7,2.9,4.2
Maureen Whitten,0.1,1.4,3.2,8.6
Gary Polizio,9.9,8.8,7.9,10.0
Felix Mcguire,10.0,8.3,9.2,7.7
David Tomasini,4.7,2.4,6.1,5.7
Robert Gessford,7.1,9.0,2.7,3.9
Johnny Robinson,8.8,2.6,0.3,5.0
Christina Conlisk,6.7,6.9,9.0,9.1
Marsha Gardner,9.5,8.5,7.4,10.0
Dennis Bean,2.4,5.6,0.0,0.5
Kelley Wright,2.0,5.7,1.8,3.6
Latonya Anthony,2.8,10.0,3.5,1.6
Harry James,10.0,6.6,4.3,5.0
Joseph Buchanon,5.1,6.1,1.5,2.8
Linda Montoya,8.9,2.4,10.0,9.8
Vivian Helms,4.1,0.1,9.4,9.5
Mildred Davis,6.3,6.3,1.3,9.8
Latoya Macon,4.7,5.7,10.0,2.2
Pedro Anderson,1.5,9.1,9.3,5.9
Carl Beckman,8.8,0.5,6.9,1.5
Michael Carpenter,4.8,10.0,3.0,9.6
Sharon Lambert,0.8,0.7,4.5,4.7
Vincenzo Corey,9.2,6.5,5.4,3.0
Clay White,9.0,4.2,7.1,8.5
Nicholas Jansen,5.4,8.3,10.0,1.7
Jackie Desmarais,1.1,1.9,0.5,8.1
Keila Burnstein,10.0,8.5,3.5,6.3
Kourtney Wildman,0.4,5.6,7.4,9.4
Doris King,0.5,6.0,9.9,9.2
Marcia Conrow,5.4,3.2,4.2,10.0
Joseph Hawkins,0.7,8.1,9.9,4.2
Haley Hernandez,2.2,7.1,10.0,4.5
Dung Bishop,9.8,5.8,6.4,7.0
Margaret Hubbard,7.2,6.5,7.3,2.2
Philip Grinstead,6.3,4.3,8.4,2.8
Clarence Armantrout,3.3,10.0,5.1,5.5
Tiffany Braun,10.0,3.1,4.6,6.8
Hal Bloodworth,2.1,7.2,6.8,7.8
Thomas Asbell,10.0,5.1,0.2,6.9
Michael Blue,8.8,1.7,2.0,0.8
Daniel Bryan,3.4,2.6,5.1,1.4
Thomas Holmes,4.1,5.5,0.0,10.0
Cora Fortier,4.7,7.0,4.7,3.6
Fred Gray,8.1,1.8,5.1,7.5
Jon Kopecky,2.1,5.4,4.3,10.0
Russell Lauer,9.3,6.0,6.4,4.6
Helen Good,5.7,3.8,3.3,9.6
Stewart Sparaco,2.9,7.1,0.9,10.0
William Suggs,2.4,10.0,3.9,6.4
Philip Gentry,8.5,10.0,4.6,2.9
Lance Rock,6.6,1.6,8.0,5.3
Judy Cash,1.3,9.3,5.8,8.8
Roger Kirk,1.6,3.2,2.9,2.3
Jennifer Mashburn,9.2,7.4,9.0,3.0
Beverly Samons,5.7,6.3,4.0,9.4
Sophia Hoskins,0.5,6.7,6.2,5.9
Kayleigh Westover,0.2,1.1,10.0,5.0
Marian Carter,7.1,2.1,9.7,10.0
Joseph Williams,10.0,10.0,3.4,7.0
Jennifer Robinson,5.6,7.8,5.3,9.2
Beulah Brennan,7.0,9.8,5.5,9.9
Stephanie Range,7.4,2.6,3.0,1.1
Mildred Crane,6.5,2.2,10.0,3.3
Charles White,2.5,4.3,10.0,8.0
Louise Valle,5.7,0.7,7.8,0.1
Lisa Yaney,5.1,4.2,8.5,6.0
Charles Atkins,8.0,4.2,8.1,10.0
Helen Lewis,6.7,6.2,10.0,2.1
Myron Roth,1.1,5.2,3.1,1.9
Sabrina Murray,8.8,9.2,10.0,8.4
Phil Fremont,2.1,7.1,3.4,5.5
Edna Cernota,8.4,4.2,4.1,1.2
Rosemarie Shelton,9.1,9.0,2.5,5.6
Amber Redmond,6.7,2.4,5.9,3.1
Rudy Monjaras,9.8,7.5,8.6,2.0
Bobby Bell,0.6,4.4,5.5,6.8
Ada Doughty,5.8,4.2,1.2,8.5
Grace Dobbins,3.2,5.5,6.4,3.5
Sharon Green,2.9,6.1,6.2,4.8
Kristen White,10.0,5.6,5.0,7.0
Diane Kim,8.7,6.2,5.1,10.0
Zane Cortinas,6.0,2.7,7.3,3.4
Devorah Allamong,9.4,9.6,6.1,9.3
Jerry Morrison,3.1,0.0,1.8,3.4
Marcus Cartagena,9.2,0.6,4.8,6.7
Guadalupe Hafele,0.4,0.8,2.8,1.4
Lorine Dreessen,1.7,8.6,4.5,1.3
Edna Phillips,10.0,9.4,0.4,2.5
Melinda Allen,7.7,6.5,0.9,4.1
Frances Caudill,5.7,7.8,1.0,2.8
Majorie Santiago,0.1,7.4,3.3,8.7
Susan Cohen,3.2,4.0,8.9,2.0
Sherry Gronewald,7.9,6.9,10.0,2.0
Cody Salazar,9.0,0.5,10.0,4.1
Theresa Gloden,2.5,3.2,6.8,5.8
Megan Shidler,4.9,3.4,3.8,4.7
Donald Davis,4.0,3.8,3.2,3.3
John Thomas,8.7,10.0,9.6,9.5
Abdul Evans,1.4,1.1,3.9,2.7
Nellie Haugen,5.8,9.4,8.0,2.8
Brenda Hunter,6.3,9.7,0.8,5.8
Kevin Gilley,0.2,9.4,10.0,5.3
Kiera Drake,8.9,4.7,7.7,0.5
Tony Wolchesky,2.2,5.3,8.2,10.0
Willie Lewis,6.7,7.5,10.0,2.6
Orlando Williams,0.0,9.6,3.5,3.9
Lydia Stevens,6.9,2.8,7.5,3.8
Sheila Callam,5.3,7.8,6.9,9.1
Joy Ramirez,8.7,2.6,4.8,10.0
Ernest Anderson,5.1,10.0,3.6,1.0
Michael Hernandez,4.1,1.3,2.8,1.4
Barbara Johnson,5.3,1.5,7.7,3.0
Billie Dorsey,1.8,4.0,2.3,1.7
Brian Gardner,7.8,3.6,1.9,3.8
Jeremy White,8.3,2.1,0.5,5.8
Phuong Strickland,2.3,9.5,0.6,10.0
Marc Johnson,1.4,1.9,7.0,2.4
Susann Villarreal,6.6,1.7,5.5,5.2
Audrey Burkart,5.7,8.2,6.0,10.0
Allan Ritchey,10.0,10.0,3.3,6.5
Jack Pflieger,1.5,4.8,1.0,1.7
Francesca Graban,7.0,7.0,4.7,4.2
Shannon Jefferson,5.8,10.0,6.7,4.3
Mary Vanriper,2.2,8.3,3.8,6.9
William West,9.9,8.7,9.1,1.0
Irene Taylor,6.2,6.1,10.0,9.5
Kent Roberts,2.2,7.3,5.3,5.7
Beatrice Sharp,4.0,5.1,0.9,10.0
Karen Seaney,8.8,8.7,2.9,3.0
Richard Briggs,0.9,5.0,8.3,10.0
Amy Ketcham,7.9,4.9,10.0,1.2
Annette Jones,7.1,6.6,6.7,4.3
Cecil Butler,0.4,6.6,2.7,4.6
Ernestina Mccloud,1.5,1.4,1.1,4.7
Robert Fay,2.8,9.3,1.1,4.5
Peter Hausauer,6.3,9.3,6.9,0.9
Kim Grimmett,9.0,0.2,5.6,3.2
Rolando Robinette,8.4,8.1,5.4,8.9
James Hinds,4.5,9.2,4.4,9.9
Leora Smith,0.9,1.0,3.0,8.1
Barbara Salerno,4.4,3.5,6.6,5.0
Timothy Opatz,3.2,3.3,5.3,6.7
Derrick Brown,10.0,5.1,8.6,5.9
Patricia Conner,10.0,10.0,6.9,10.0
Doris Leyva,8.6,5.7,4.6,8.2
Horace Goff,6.1,6.3,1.4,9.9
Tony Jackson,0.7,10.0,5.4,4.5
Simone Bush,1.6,10.0,7.3,2.1
Robert Watson,9.3,8.0,9.0,10.0
Jose Huff,3.6,5.9,1.1,10.0
Tim Hatfield,8.8,1.1,8.9,6.6
William Jordan,1.6,4.9,7.0,8.6
David Schmuff,4.2,8.7,3.2,10.0
Jesus Lam,2.0,7.7,0.9,9.3
Annetta Doty,3.5,3.5,5.6,6.2
Kelly Jackson,2.9,7.1,0.0,9.5
Thelma Miller,6.4,4.5,4.2,10.0
Barbara Baker,3.8,6.0,5.0,1.3
Robert Erwin,1.4,4.2,2.0,7.6
Evelyn Haney,5.1,7.3,9.3,6.1
Scott Hamblin,3.4,0.9,3.9,8.1
Madeleine Ellis,5.4,1.6,7.9,2.8
Kenneth Flynn,9.9,8.9,10.0,6.8
Corey Chang,0.8,9.4,3.2,1.8
William Martin,0.5,3.1,9.4,10.0
Donald Ruiz,9.5,8.8,10.0,4.1
Bernard Friday,1.0,5.1,10.0,7.9
Michelle Williamson,0.9,6.1,5.5,1.2
Carolyn Burbank,10.0,2.1,4.6,7.7
Walter Burks,5.3,5.7,0.5,4.1
Helga Kettle,3.8,5.3,10.0,2.3
Thomas Tucker,7.7,3.0,7.8,4.5
Christopher Crawford,7.7,1.5,9.5,3.3
Kenton Mister,5.0,0.0,7.2,4.9
Christopher Rivera,5.4,8.6,8.5,1.2
Adrian Carlyon,4.2,2.4,6.3,5.4
Rosemary Chavira,4.7,6.9,3.6,6.3
Ted Jones,6.5,7.8,1.4,3.3
Warren Mcelfresh,8.4,8.2,2.7,3.3
Gladys Graham,10.0,6.3,10.0,7.1
Bernice Hardy,1.2,1.2,3.8,3.4
Chris Irwin,1.0,0.0,1.8,3.1
Christine Spencer,4.5,3.1,3.5,3.4
Neil Hutchens,9.3,6.9,7.8,3.1
John Coker,1.8,1.5,8.1,0.2
Ronnie Zeller,5.8,3.1,0.7,1.0
Maryln Adams,9.6,5.2,3.1,4.7
Carole Kinney,10.0,8.0,5.6,7.8
Jimmy Green,1.4,8.1,4.5,1.6
David Baker,3.6,3.4,10.0,8.3
Claudia Sutton,5.7,10.0,6.2,9.4
Heather Bosch,3.5,1.1,3.4,5.3
Rene Stumpf,4.7,7.7,4.9,10.0
Lesley Jones,3.3,7.7,6.4,5.2
Wanda Sanders,6.7,8.6,8.5,10.0
Rick Meredith,0.8,6.4,9.2,0.5
Herman Codner,7.8,6.8,7.6,2.9
Kimberly Skaggs,5.5,7.7,6.6,2.2
Donna Rusher,7.5,1.5,8.8,7.6
Anne Risley,6.4,9.9,6.1,4.9
Vera Sullivan,0.0,1.9,10.0,6.4
Donna Fair,2.9,6.2,3.7,1.8
William Winter,1.3,8.9,4.3,6.2
Louise Southworth,0.2,5.2,6.1,5.5
Jill Goodin,3.8,8.0,1.6,9.3
Hattie Mercado,3.6,10.0,5.2,5.2
Jane Sexton,0.9,9.6,10.0,5.0
Wendy Rees,3.3,3.7,8.7,1.2
Barbara Whiteis,1.3,7.2,10.0,0.1
Gordon Telschow,8.8,9.8,0.1,4.4
Mark Sutton,1.0,10.0,5.6,0.2
Vicki Johnston,1.9,9.9,9.9,5.8
Paul Akers,8.8,8.1,0.9,10.0
Daren Nunley,5.9,7.5,7.2,10.0
Maureen Soledad,7.1,2.1,1.8,1.0
Marvin Lee,0.7,7.3,7.3,8.4
Cody Kirby,8.2,10.0,0.1,1.6
Charles Eglinton,9.6,3.0,10.0,2.2
Kimberly Wadsworth,9.1,2.2,10.0,2.5
Rose Dawson,8.7,9.9,0.7,4.0
John Moss,0.0,10.0,1.4,5.1
Mathew Goodin,8.6,1.7,8.8,6.8
Peggy Post,0.4,1.8,6.7,7.7
James Lefeber,4.6,10.0,6.1,0.6
Fred Mckenzie,5.8,5.5,0.2,3.2
James Love,7.9,7.1,2.1,4.0
Joseph Dean,1.2,10.0,5.6,4.1
Elijah Davis,4.5,5.2,4.2,1.4
Jesus Riley,9.2,9.2,10.0,6.2
Katrina Washburn,5.7,0.9,7.1,5.8
Lynette Wayne,2.3,3.4,6.1,4.0
Carolyn Adams,1.5,1.1,6.0,7.4
Beaulah Ford,7.3,2.9,6.2,10.0
Meghan Rogers,3.6,10.0,0.2,5.4
Michael Saltsman,2.8,10.0,0.2,3.4
Edwin Hamada,7.3,0.6,10.0,4.6
Joseph Sapp,8.0,3.1,8.1,0.3
Merrill Harness,1.3,6.9,10.0,2.2
Robert Varney,2.4,7.1,0.8,2.8
Louis Villalobos,7.5,5.7,7.8,1.3
Thomas Jedele,3.3,5.0,1.1,10.0
Miguel Uerkwitz,9.6,4.1,9.0,10.0
Joshua Limon,7.4,7.5,6.6,0.3
Marilyn Brotherton,6.4,3.2,8.5,5.2
Yvonne Londner,2.1,7.7,6.1,7.1
Tammy Macleod,3.9,9.8,4.1,1.3
William Lares,7.6,2.2,1.6,0.0
Michael Adragna,9.7,4.3,0.7,2.5
John Driscoll,9.3,6.5,5.9,3.7
Devon Luckett,2.1,3.9,1.3,0.3
Sabrina Jory,8.8,6.2,1.2,8.8
Susan Phillips,4.2,3.9,9.1,2.1
John Love,1.5,5.1,5.5,4.9
Hannah Hawkins,10.0,5.4,10.0,0.8
William Link,4.0,5.2,4.8,4.2
Bennett Allen,6.9,3.5,0.0,0.8
Catherine Jensen,4.4,6.3,5.8,3.4
Julia Lawson,3.9,8.9,4.1,7.0
Arthur King,0.2,6.7,1.4,7.2
Monique Bryant,3.8,4.3,10.0,5.8
Elizabeth Gannon,6.9,2.6,1.4,2.1
Robert Laclair,0.9,9.2,3.0,3.5
Mary Gaither,6.8,1.5,10.0,8.7
Michelle Blume,7.9,5.4,10.0,9.8
Kenneth Hale,1.9,1.0,10.0,7.3
Ruth Carr,9.9,1.8,9.5,1.5
Jacqueline Sanabria,5.6,7.8,10.0,8.4
Edward Hill,2.9,0.9,10.0,1.3
Dorthy Bergstresser,9.6,5.4,4.0,10.0
Amelia Blouin,8.9,8.6,2.3,8.5
Glen Wells,3.7,5.1,4.3,4.7
Joseph Robel,0.5,3.8,6.4,7.4
Deborah Clowes,7.7,3.2,4.1,1.4
Trinidad Lacy,1.9,2.0,9.2,1.6
Lynda King,1.4,5.2,3.9,1.6
Joseph Horton,2.1,8.3,3.0,8.3
Stanley Ellison,10.0,0.1,1.1,8.0
Carol Bynum,8.8,5.6,1.8,1.5
Muriel Paulsen,9.5,5.9,6.2,7.7
Connie Lewis,6.1,3.3,5.1,7.1
Patricia Rozanski,5.7,6.5,3.4,9.5
Brandon Nunes,7.9,1.1,10.0,4.1
Salvatore Burt,10.0,10.0,1.5,8.1
James Gray,9.3,4.9,5.5,4.5
Vince Wetzel,8.5,7.7,8.0,6.8
Jesse Lewis,9.4,0.3,5.6,1.3
Judy Cole,9.9,7.4,1.5,3.4
Rodney Vang,8.0,10.0,10.0,9.0
Evelyn Smith,2.4,0.4,4.2,7.8
Kelly Donaldson,0.4,5.7,3.6,0.4
Barbara Bailey,1.9,8.6,1.4,3.5
Tina Sullivan,6.8,5.0,3.9,7.4
Lillian Arnold,9.7,8.7,6.2,0.5
Richard Fleek,3.3,0.2,4.2,6.2
Anna Liptrot,9.0,4.0,5.3,0.4
Silvana Frazer,6.9,9.2,2.6,0.2
Samuel Chesnut,0.8,6.6,6.4,5.1
Edna Kokesh,9.9,7.3,9.3,3.1
Luther Sinkiewicz,3.2,1.5,8.6,4.6
Joan Rodriguez,9.8,9.8,4.4,0.1
Jeanette Cress,7.6,5.1,1.6,0.3
Dorothy Collymore,9.1,4.6,1.6,0.1
Michael Graham,7.7,10.0,10.0,5.0
Armanda Rosales,9.7,3.4,4.8,10.0
Jack Mcelhenney,9.3,1.3,3.4,8.0
Sammy Torres,3.9,3.5,10.0,8.0
Alfonso Cassella,7.2,1.6,10.0,4.1
Bessie Sherry,8.3,6.4,6.5,0.0
Scott Brown,5.9,3.7,4.6,0.8
Ron Broderick,3.4,1.3,6.2,0.6
Andres Hamilton,4.4,10.0,6.0,0.4
Michael Stucker,2.3,1.5,3.1,1.8
Frank Yamashita,10.0,7.7,8.3,0.7
Thomas Walker,8.6,2.8,3.8,6.3
Wanda Carter,6.1,8.8,7.5,10.0
Pauline Rogers,6.4,5.8,6.9,4.5
Karl Rew,4.0,4.4,4.9,10.0
Ella Holmes,0.5,8.5,0.3,6.7
Rudy Knight,4.2,0.9,0.6,3.9
Kermit Richards,6.7,5.0,5.5,7.9
Shani Perry,6.1,0.3,5.7,4.2
Julie George,5.0,6.9,8.7,8.8
Rosetta Haynes,8.9,1.7,9.6,6.8
Grady Mcfarlane,7.7,5.6,8.1,5.5
Gladys Lahay,8.1,8.5,0.3,6.6
Jonathan Frank,4.9,7.4,3.5,2.8
Megan Boswell,4.0,0.9,6.1,10.0
Lester Lanehart,6.7,1.8,5.5,5.0
Peter Case,1.6,2.5,5.8,10.0
Jeremy Wilson,8.6,1.5,7.0,9.8
Melissa Birkholz,3.9,10.0,3.1,8.5
Jennifer Garcia,5.8,0.4,5.0,1.3
Emily Gilbertson,6.9,1.6,1.3,9.0
Jackie Eldridge,0.1,6.3,4.5,3.1
Theresa Vela,8.7,3.2,4.2,9.7
Kristine Bridgeman,9.3,7.5,1.6,3.7
Michael Dorcy,1.6,1.6,7.4,2.6
Michelle Hollifield,10.0,4.6,0.0,2.3
James Saddler,6.0,7.3,0.9,1.6
Alice Hernandez,10.0,8.3,5.1,7.8
Gordon West,7.4,4.6,2.8,9.0
Pauline Nazario,4.1,7.4,5.7,8.2
Juliana Suda,5.5,1.8,3.0,1.4
Harold Thomas,3.3,10.0,1.9,9.1
Theresa Klare,0.2,6.7,7.5,0.7
Christina Hyde,6.1,0.1,2.1,5.3
Fritz Redman,10.0,7.2,8.1,0.3
Easter Sanford,4.5,2.9,0.5,2.5
Lois Sutton,6.6,6.8,10.0,9.9
Edna Williams,6.3,6.7,10.0,8.8
Edward Sirois,6.2,6.3,10.0,8.3
Thomas Bushnell,5.6,4.3,9.3,7.2
Deborah Rush,0.8,9.7,3.3,10.0
James Pelzer,1.7,1.3,6.8,7.7
Wesley Shelley,5.2,0.3,10.0,6.9
Brian Simien,2.2,9.0,8.5,0.2
George Wetmore,2.0,5.0,2.7,2.1
Donna Sibley,7.1,2.0,9.5,10.0
Jason Clemente,0.7,1.1,8.5,7.1
Curt Cooper,3.2,0.7,4.3,7.3
Charlene Elias,10.0,7.0,3.7,1.0
Alan Martinetto,7.7,9.1,9.8,7.8
James Coley,2.4,6.9,6.2,4.0
Patricia Payne,4.6,0.6,4.3,8.8
Patricia Leahy,8.4,5.0,6.2,8.8
Mary Johnson,9.2,6.6,9.1,7.9
Jeanne Siddiqui,7.2,9.3,8.0,4.1
Emma Burk,3.5,4.6,7.0,9.6
Michael Mcclendon,10.0,7.1,3.7,1.9
Judith Martinez,5.0,0.8,10.0,5.2
Fay Kuehne,2.6,5.2,0.0,0.1
Weldon Graham,6.4,10.0,10.0,9.5
Roy Mcgee,5.1,5.4,5.9,3.3
Marcus Dockery,1.8,8.1,6.0,8.7
Maritza Pante,1.1,1.9,0.9,8.4
Kristle Troyer,3.6,5.1,10.0,2.2
Brian Savage,0.0,3.6,8.9,5.0
Frances Sanders,5.8,6.5,9.4,1.8
David Stewart,4.8,9.4,4.7,10.0
Fabiola Niver,5.9,3.3,4.4,0.1
Darrel Hartley,1.8,10.0,5.8,1.9
Donna Pena,6.6,4.1,9.3,8.2
Elsie Yates,4.9,9.4,8.6,0.2
Paul Cuozzo,3.3,4.0,4.1,9.6
Kathleen Johnson,0.4,10.0,9.7,2.6
Tommy Gazitano,7.5,1.5,6.8,7.6
Frederick Tate,5.9,5.8,1.7,7.4
Katharyn Prater,2.5,4.0,9.9,0.5
Robert Benny,2.0,8.4,10.0,8.8
Loretta Pectol,2.3,0.2,3.0,8.8
Jeffrey Reynolds,8.6,9.6,10.0,10.0
Ruth Huffman,1.6,8.4,0.8,0.9
Catherine Lind,6.9,10.0,6.4,7.1
Kathy Neely,2.0,5.6,7.4,9.2
Mary Williams,5.4,2.8,3.3,1.1
Kimberly Sabatelli,6.0,5.6,4.4,10.0
Kellie Chatten,9.5,4.2,6.6,8.7
Elizabeth Mantel,4.9,6.8,7.2,7.1
Rita Seipp,5.7,0.7,4.1,0.6
Raymond Hanson,10.0,2.1,6.4,9.3
Michael Long,1.0,2.2,0.8,4.6
Richard Schweiger,5.7,10.0,10.0,3.7
Frank Branch,9.3,10.0,3.8,2.5
Thomas Ferguson,7.1,2.7,5.2,8.4
Ruth Hayes,0.9,10.0,0.2,3.4
Craig Boulch,1.3,3.1,3.7,4.7
Carolynn Beauregard,8.2,8.6,7.7,8.6
